Name,Median Gross Rent(monthly),Total Household Income(yearly),Total population,Transportation To Work,Wage,Health Insurance Coverage,Employment Status,Bedrooms,Total Contract Rent,Total Rent Asked,Total Gross Rent,Aggregate Gross Rent,Median Value,Total Price Asked,Selected Monthly Owner Costs,Monthly Housing Cost,state_id,county_id
NAME,B25031_001E,B19001_001E,B01003_001E,B08141_016E,B19052_002E,C27021_001E,B23025_001E,B25041_001E,B25056_001E,B25061_001E,B25063_001E,B25065_001E,B25077_001E,B25085_001E,B25094_001E,B25104_001E,state,county
"Kent County, Delaware",1070,64545,174822,787,48208,171307,138560,70576,19991,1160,19991,20563300,213900,1336,44554,64545,10,001
"Hillsborough County, Florida",1094,516478,1378883,9675,399262,1367433,1099131,571869,216639,17370,216639,243948000,198000,9061,299839,516478,12,057
"Gulf County, Florida",1057,5359,16055,0,3345,13627,13765,9460,1322,496,1322,1085900,150300,466,4037,5359,12,045
"Osceola County, Florida",1188,99158,338619,1935,78678,337036,265154,144054,38558,3496,38558,45041900,179800,2257,60600,99158,12,097
"Walton County, Florida",950,26432,65858,96,18051,63776,53932,50699,6881,4378,6881,6475100,222700,504,19551,26432,12,131
"Jefferson County, Florida",758,5771,14105,0,3958,11791,12053,6694,1285,104,1285,704600,117900,113,4486,5771,12,065
"Hardee County, Florida",709,7772,27228,297,5101,25496,20696,9730,2629,205,2629,1654100,81800,324,5143,7772,12,049
"Okeechobee County, Florida",750,13759,40572,16,8430,37623,32980,18640,3885,366,3885,2736900,89800,322,9874,13759,12,093
"Gilchrist County, Florida",617,6511,17615,0,4213,16285,14590,7486,1070,94,1070,602900,97800,72,5441,6511,12,041
"Alachua County, Florida",958,97048,263148,4379,72720,260562,220874,116289,43854,8893,43854,43655400,173900,2191,53194,97048,12,001
"Charlotte County, Florida",976,76150,176954,127,37747,173508,157559,103372,15603,3292,15603,15781300,176500,2415,60547,76150,12,015
"Martin County, Florida",1107,63865,157581,95,37261,154467,134443,79801,13962,1608,13962,15921000,255000,1256,49903,63865,12,085
"Sarasota County, Florida",1201,180551,412144,1116,99757,408311,359861,237131,47331,6123,47331,59207700,234800,4194,133220,180551,12,115
"Citrus County, Florida",815,62762,143087,77,29789,140931,124572,79115,11643,1660,11643,9288400,123800,1933,51119,62762,12,017
"Santa Rosa County, Florida",1087,61345,170442,58,45620,161516,137129,70389,15080,2183,15080,16238900,184400,1200,46265,61345,12,113
"Broward County, Florida",1332,682088,1909151,24233,519698,1897256,1548232,821088,258772,26521,258772,359968400,243100,16290,423316,682088,12,011
"Monroe County, Florida",1616,30982,76325,568,22019,74327,66241,53423,12517,4101,12517,19850400,468200,889,18465,30982,12,087
"Whitfield County, Georgia",708,36043,103849,0,27250,103035,79887,39913,13302,1124,13302,9197500,126900,301,22741,36043,13,313
"Troup County, Georgia",825,24843,69774,54,17729,68396,54233,28440,10611,713,10611,8208600,129200,393,14232,24843,13,285
"Harris County, Georgia",946,12158,33590,73,8896,32965,27173,14020,1701,49,1701,1547700,210100,199,10457,12158,13,145
"Worth County, Georgia",714,8038,20656,0,5690,20499,16426,9329,2699,233,2699,1760700,85600,128,5339,8038,13,321
"Evans County, Georgia",669,4006,10727,13,2795,10195,8148,4712,1336,97,1336,828600,86200,18,2670,4006,13,109
"Webster County, Georgia",484,1101,2613,0,712,2608,2043,1426,230,18,230,85800,60800,0,871,1101,13,307
"Glascock County, Georgia",607,1105,3009,0,744,2926,2407,1526,265,37,265,137600,63800,0,840,1105,13,125
"Chatham County, Georgia",1044,108151,287049,3331,82775,279525,231090,124300,49606,5387,49606,50502500,184900,1999,58545,108151,13,051
"Lanier County, Georgia",677,3724,10366,0,2402,9808,7945,4398,1342,213,1342,848500,105000,28,2382,3724,13,173
"Madison County, Georgia",718,10712,28900,37,7499,28700,22852,12002,2583,133,2583,1572000,126800,150,8129,10712,13,195
"Hart County, Georgia",699,10019,25631,18,6314,24767,20850,13107,2386,203,2386,1396300,126900,219,7633,10019,13,147
"McIntosh County, Georgia",869,6033,14120,24,3989,13974,11963,9518,1342,71,1342,994200,120300,328,4691,6033,13,191
"Putnam County, Georgia",712,8660,21503,0,5759,21313,17658,13046,1913,262,1913,1311400,165300,592,6747,8660,13,237
"Warren County, Georgia",619,2332,5346,2,1432,5274,4335,2980,754,14,754,413900,61300,0,1578,2332,13,301
"Bryan County, Georgia",1214,12636,35885,0,10267,34674,26693,13849,3810,277,3810,4567900,211800,338,8826,12636,13,029
"Camden County, Georgia",954,19327,52714,11,14990,48743,41008,21837,7330,995,7330,7037600,159800,152,11997,19327,13,039
"Early County, Georgia",661,4082,10348,0,2467,10205,8155,4972,1394,123,1394,778200,81700,19,2688,4082,13,099
"Coffee County, Georgia",602,14298,42961,9,9800,39580,33577,17219,4876,404,4876,2648800,92600,165,9422,14298,13,069
"Gilmer County, Georgia",741,11645,29922,10,7225,29733,24832,16991,2930,687,2930,1988000,171000,354,8715,11645,13,123
"Wilkes County, Georgia",704,3879,9884,4,2404,9771,8063,5159,1331,47,1331,714600,81200,69,2548,3879,13,317
"Gordon County, Georgia",711,20294,56790,139,14669,56270,44541,22455,7307,393,7307,5071300,127400,289,12987,20294,13,129
"Cherokee County, Georgia",1184,85825,241910,643,70391,240790,188094,89932,20124,975,20124,23634600,234300,1163,65701,85825,13,057
"Lee County, Georgia",892,10354,29348,0,8257,28307,22507,11058,2861,162,2861,2642300,153000,135,7493,10354,13,177
"Greene County, Georgia",691,7004,16976,25,4291,16809,14018,9468,2009,270,2009,1537200,207700,187,4995,7004,13,133
"Cook County, Georgia",733,6233,17184,6,4220,17084,13282,7386,2043,117,2043,1350100,88100,24,4190,6233,13,075
"Fulton County, Georgia",1150,400016,1021902,37146,318352,1012378,816772,463844,193973,21567,193973,228133400,290400,7624,206043,400016,13,121
"Lumpkin County, Georgia",905,11649,31951,23,8162,31656,26842,13473,3737,175,3737,2832600,181600,161,7912,11649,13,187
"Miller County, Georgia",649,2300,5836,24,1404,5675,4667,2766,757,63,757,398600,93300,0,1543,2300,13,201
"Oconee County, Georgia",970,13093,37017,7,10480,36817,28587,13879,2266,124,2266,2434900,268100,162,10827,13093,13,219
"Henry County, Georgia",1146,73826,221307,870,60441,220078,171073,80124,20994,1880,20994,23890900,165900,1263,52832,73826,13,151
"Long County, Georgia",789,5601,18156,0,4323,17323,13501,6677,1703,335,1703,1316800,116700,92,3898,5601,13,183
"Stephens County, Georgia",713,9468,25676,0,5987,25676,20590,12625,2861,277,2861,1928000,94300,309,6607,9468,13,257
"Upson County, Georgia",628,10204,26216,45,6387,25688,20875,12153,3489,182,3489,1966300,87200,304,6715,10204,13,293
"Peach County, Georgia",707,10103,26966,62,6841,26829,21830,11496,3716,378,3716,2551500,128600,166,6387,10103,13,225
"Pierce County, Georgia",651,7072,19164,22,4762,18991,14918,8125,1684,42,1684,1013600,98800,63,5388,7072,13,229
"Screven County, Georgia",616,5257,13990,0,3373,13598,11284,6752,1479,192,1479,720700,77000,122,3778,5257,13,251
"Banks County, Georgia",727,6603,18510,0,4565,18506,14796,7682,1597,135,1597,949900,142800,87,5006,6603,13,011
"Clay County, Georgia",340,1202,3001,7,568,2946,2462,1977,433,0,433,121100,65900,35,769,1202,13,061
"DeKalb County, Georgia",1116,277757,743187,28088,225281,737224,586377,309668,126917,10611,126917,145239800,192400,4184,150840,277757,13,089
"Jackson County, Georgia",799,22034,65755,69,16376,65104,50575,24876,4949,723,4949,3903400,174000,545,17085,22034,13,157
"Lincoln County, Georgia",719,3424,7799,0,2112,7716,6462,4875,947,29,947,475000,117500,29,2477,3424,13,181
"Appling County, Georgia",572,6682,18454,24,4573,17994,14381,8543,1801,211,1801,761000,75900,24,4881,6682,13,001
"Pulaski County, Georgia",698,3817,11295,0,2460,9768,9741,4729,1416,147,1416,893600,113500,12,2401,3817,13,235
"Towns County, Georgia",764,4777,11417,8,2230,11235,10137,8158,917,187,917,574500,205600,144,3860,4777,13,281
"Turner County, Georgia",537,3023,7962,3,1942,7619,6226,3914,982,127,982,553700,74000,108,2041,3023,13,287
"Power County, Idaho",643,2581,7713,0,1962,7654,5670,3006,802,43,802,433600,139800,155,1779,2581,16,077
"Oneida County, Idaho",735,1585,4326,0,1031,4295,3219,1988,306,16,306,162500,155800,9,1279,1585,16,071
"Lincoln County, Idaho",779,1687,5321,30,1251,5273,3890,1997,521,85,521,284400,137000,37,1166,1687,16,063
"Franklin County, Idaho",699,4294,13279,47,3455,13241,9424,4768,824,0,824,566600,198000,42,3470,4294,16,041
"Jerome County, Idaho",774,7828,23431,46,6098,23315,16823,8450,2825,116,2825,1912900,154600,165,5003,7828,16,053
"Minidoka County, Idaho",644,7279,20615,9,5501,20539,15331,8085,2061,156,2061,1181800,136800,110,5218,7279,16,067
"Blaine County, Idaho",959,8190,21994,213,5757,21968,17744,15361,2481,291,2481,2256400,395800,362,5709,8190,16,013
"Boundary County, Idaho",643,4605,11549,18,2851,11468,9200,5416,1149,44,1149,760200,179100,85,3456,4605,16,021
"Gooding County, Idaho",677,5419,15169,22,4063,15081,11463,6176,1720,50,1720,1005900,143600,87,3699,5419,16,047
"Bear Lake County, Idaho",590,2350,5962,11,1568,5923,4551,4075,547,14,547,279800,147600,90,1803,2350,16,007
"Bonneville County, Idaho",784,39000,112397,1483,30282,111250,81028,42243,11709,899,11709,9978000,168100,781,27291,39000,16,019
"Clearwater County, Idaho",703,3707,8640,6,2166,7688,7419,4595,881,52,881,537200,142300,79,2826,3707,16,035
"Lemhi County, Idaho",646,3549,7798,0,2122,7729,6530,4846,872,196,872,426200,171000,233,2677,3549,16,059
"Bonner County, Idaho",839,17584,42711,81,11059,42413,35274,25050,4507,315,4507,3918300,233900,509,13077,17584,16,017
"Custer County, Idaho",639,1761,4141,5,1033,4115,3575,3183,444,88,444,181600,177300,129,1317,1761,16,037
"Madison County, Idaho",704,10625,38705,107,9362,38507,29165,13787,5700,2755,5700,4312100,207500,165,4925,10625,16,065
"Teton County, Idaho",826,3736,11080,54,2953,11080,8382,5707,973,184,973,814300,317700,182,2763,3736,16,081
"Honolulu County, Hawaii",1703,311525,987638,40548,248760,939908,798404,348497,137828,8935,137828,241813600,649800,2264,173697,311525,15,003
"Vermilion County, Illinois",684,31180,78407,215,20440,75825,61864,36133,9617,1186,9617,6190600,78900,3327,21563,31180,17,183
"Clark County, Illinois",699,6774,15836,0,5044,15619,12575,7797,1767,90,1767,1181600,87800,117,5007,6774,17,023
"Effingham County, Illinois",615,13555,34174,43,10315,33773,26964,14864,3029,265,3029,1784400,140300,138,10526,13555,17,049
"Hamilton County, Illinois",621,3376,8221,23,2186,8148,6595,4100,655,38,655,323800,98100,84,2721,3376,17,065
"Johnson County, Illinois",644,4342,12602,2,2603,10342,10603,5632,689,87,689,374200,99400,121,3653,4342,17,087
"Livingston County, Illinois",690,14320,36324,11,10457,34107,29585,15897,4000,265,4000,2620800,109700,339,10320,14320,17,105
"Tazewell County, Illinois",731,54613,133852,331,39930,131396,106491,58768,12857,1092,12857,10085800,139700,936,41756,54613,17,179
"Warren County, Illinois",633,6690,17338,61,4922,17143,13924,7693,1637,252,1637,976900,84300,69,5053,6690,17,187
"Madison County, Illinois",815,107413,265670,1876,78055,263088,213951,119056,31406,2484,31406,25834300,132300,2358,76007,107413,17,119
"Mercer County, Illinois",648,6624,15693,0,4626,15465,12685,7420,1467,142,1467,882400,106000,107,5157,6624,17,131
"Alexander County, Illinois",505,2323,6532,45,1343,6469,5077,3985,667,114,667,336800,53500,88,1656,2323,17,003
"Randolph County, Illinois",663,11873,32546,4,8308,28672,26834,13932,2886,275,2886,1686000,104700,441,8987,11873,17,157
"Macon County, Illinois",676,44113,106512,689,30834,104085,85368,50464,13437,1258,13437,9295100,96800,884,30676,44113,17,115
"Wayne County, Illinois",625,7075,16487,39,4638,16435,13140,7943,1675,85,1675,951800,82000,164,5400,7075,17,191
"Franklin County, Illinois",641,16135,39127,55,9849,38660,31363,18617,4225,237,4225,2288500,74500,533,11910,16135,17,055
"McDonough County, Illinois",628,11292,30875,129,7536,30498,26296,14428,3757,1866,3757,2450000,94200,357,7535,11292,17,109
"Moultrie County, Illinois",699,5910,14703,0,4248,14408,11385,6446,1324,75,1324,991900,109000,95,4586,5910,17,139
"Pope County, Illinois",371,1644,4249,0,762,4084,3669,2827,245,1,245,75100,87200,35,1399,1644,17,151
"Shelby County, Illinois",604,9203,21832,26,6111,21647,17765,10584,1819,89,1819,1010600,90100,141,7384,9203,17,173
"Champaign County, Illinois",862,82499,209448,5907,63322,207596,174427,91667,38252,4845,38252,36235400,157800,2100,44247,82499,17,019
"Ford County, Illinois",651,5779,13398,14,4126,13000,10736,6367,1700,57,1700,1016600,98400,67,4079,5779,17,053
"Kendall County, Illinois",1331,40407,124626,1738,35274,124288,92166,41683,6852,187,6852,9099000,224200,238,33555,40407,17,093
"Marion County, Illinois",619,15913,38084,49,11122,37387,30162,18238,4237,281,4237,2422300,74900,187,11676,15913,17,121
"Mason County, Illinois",636,6027,13778,0,4077,13572,11283,7049,1326,42,1326,784800,79600,118,4701,6027,17,125
"Starke County, Indiana",685,8735,22941,5,5894,22935,18282,11109,1834,103,1834,1047400,108000,187,6901,8735,18,149
"Greene County, Indiana",617,12790,32295,13,8801,31999,26158,15240,2562,303,2562,1405000,95600,388,10228,12790,18,055
"Wayne County, Indiana",674,26611,66613,31,18480,65319,53623,31338,8626,1731,8626,5677500,97400,469,17985,26611,18,177
"Dubois County, Indiana",661,16550,42418,12,12801,41628,33040,17781,3630,226,3630,2306800,149500,314,12920,16550,18,037
"Hancock County, Indiana",887,28215,73830,22,22128,73230,58689,29713,6325,302,6325,5783600,165200,485,21890,28215,18,059
"Ohio County, Indiana",771,2513,5887,6,1814,5834,4848,2832,543,42,543,352100,148100,12,1970,2513,18,115
"Parke County, Indiana",588,6145,16996,0,4190,15561,13625,8195,1408,29,1408,725600,91300,358,4737,6145,18,121
"Benton County, Indiana",689,3403,8667,8,2511,8585,6789,3921,950,56,950,612900,87900,117,2453,3403,18,007
"Putnam County, Indiana",784,13439,37559,5,9840,34595,31227,15015,3791,143,3791,2932600,121300,332,9648,13439,18,133
"Washington County, Indiana",667,10721,27827,10,7491,27554,22116,12351,2556,85,2556,1462700,113200,272,8165,10721,18,175
"Henry County, Indiana",710,18408,48483,4,12302,45189,39753,21233,4865,826,4865,3274900,96200,568,13543,18408,18,065
"Madison County, Indiana",772,51422,129505,126,35828,124832,104561,59071,15487,1270,15487,11262800,93700,1409,35935,51422,18,095
"Pike County, Indiana",575,5129,12411,0,3572,12191,9928,5779,876,30,876,435800,96700,70,4253,5129,18,125
"Steuben County, Indiana",766,14156,34474,50,10555,34222,28127,19894,3187,250,3187,2136700,140600,252,10969,14156,18,151
"Miami County, Indiana",712,13707,35901,13,9829,33696,29163,15433,3948,311,3948,2565900,87200,395,9759,13707,18,103
"Wells County, Indiana",674,10874,27947,54,8231,27356,21765,11843,2226,351,2226,1442000,120700,230,8648,10874,18,179
"Delaware County, Indiana",714,46028,115616,927,32922,114196,96784,52710,16340,1901,16340,11903200,90900,876,29688,46028,18,035
"Jefferson County, Indiana",741,12759,32237,50,9388,30490,26640,14449,3582,376,3582,2559200,123700,455,9177,12759,18,077
"Newton County, Indiana",687,5562,14018,2,4068,13799,11388,6076,1171,82,1171,688900,115300,110,4391,5562,18,111
"St. Joseph County, Indiana",767,101241,269240,1610,76216,266735,212043,116385,32566,5861,32566,24150200,123900,2089,68675,101241,18,141
"Switzerland County, Indiana",769,4297,10628,0,2986,10528,8280,5265,1134,41,1134,808300,110800,226,3163,4297,18,155
"Carroll County, Indiana",678,7880,19994,19,5778,19882,15989,9574,1509,102,1509,932000,131600,165,6371,7880,18,015
"Huntington County, Indiana",693,14754,36378,32,10899,35950,29367,16023,3561,281,3561,2429900,105000,366,11193,14754,18,069
"White County, Indiana",716,9745,24217,33,7360,23914,19198,13095,2130,20,2130,1367100,110300,323,7615,9745,18,181
"Jay County, Indiana",643,8149,20993,33,5693,20791,16188,9248,2199,262,2199,1202300,85400,174,5950,8149,18,075
"Clark County, Indiana",813,44275,115702,400,33483,114190,92307,50140,13082,1954,13082,10471000,137800,952,31193,44275,18,019
"Jefferson County, Iowa",666,6831,18077,1,4626,17916,15045,7614,2249,25,2249,1421800,109400,153,4582,6831,19,101
"Allamakee County, Iowa",598,5957,13880,14,4306,13576,11091,7776,1327,193,1327,724400,124900,141,4630,5957,19,005
"Dallas County, Iowa",1012,32886,84002,147,27828,83513,62881,34937,8430,432,8430,8463500,231000,425,24456,32886,19,049
"Butler County, Iowa",614,6251,14735,15,4305,14471,11688,6774,1306,182,1306,839100,115800,33,4945,6251,19,023
"Fremont County, Iowa",636,2990,6968,0,2144,6850,5623,3445,773,78,773,436200,102700,96,2217,2990,19,071
"Taylor County, Iowa",584,2650,6201,21,1808,6103,4892,3104,622,70,622,340500,79500,97,2028,2650,19,173
"Worth County, Iowa",591,3170,7489,14,2254,7384,6094,3517,720,19,720,406800,104300,101,2450,3170,19,195
"Adams County, Iowa",531,1641,3726,4,1117,3662,3020,2009,372,5,372,173800,86100,75,1269,1641,19,003
"Chickasaw County, Iowa",565,5191,12099,23,3772,11960,9639,5695,1028,89,1028,681300,112000,28,4163,5191,19,037
"Dickinson County, Iowa",771,8069,17056,40,5845,16877,14263,13620,1697,83,1697,1264700,179300,230,6372,8069,19,059
"Johnson County, Iowa",968,58163,147001,4043,47796,145408,120265,62280,23447,2010,23447,24392000,216900,590,34716,58163,19,103
"Tama County, Iowa",694,6755,17136,7,4927,16761,13534,7792,1602,92,1602,845700,107800,214,5153,6755,19,171
"Franklin County, Iowa",649,4200,10245,21,2962,10098,8059,4868,1079,131,1079,647300,88500,166,3121,4200,19,069
"Carroll County, Iowa",598,8674,20344,27,6283,19991,15870,9488,2000,270,2000,1161800,132700,117,6674,8674,19,027
"Floyd County, Iowa",555,6759,15858,34,4710,15642,12658,7555,1878,155,1878,1126300,104700,130,4881,6759,19,067
"Louisa County, Iowa",620,4343,11223,6,3231,11084,8959,5041,1011,84,1011,538600,108500,28,3332,4343,19,115
"Lyon County, Iowa",666,4549,11769,5,3512,11601,8786,5016,755,107,755,431300,132400,79,3794,4549,19,119
"Shelby County, Iowa",673,5046,11694,28,3532,11480,9419,5582,1135,13,1135,726200,117000,189,3911,5046,19,165
"Henry County, Iowa",681,7714,19926,8,5615,18781,15997,8352,2239,150,2239,1343000,108700,70,5475,7714,19,087
"Page County, Iowa",629,6323,15363,10,4369,14395,12729,7214,1741,136,1741,1092900,91400,180,4582,6323,19,145
"Pottawattamie County, Iowa",826,36881,93503,355,27580,92479,73899,39925,11726,673,11726,9427900,136900,402,25155,36881,19,155
"Clayton County, Iowa",658,7652,17672,17,5363,17451,14243,9099,1914,137,1914,1205900,121000,111,5738,7652,19,043
"Buena Vista County, Iowa",685,7550,20260,10,6060,19987,15640,8296,2525,154,2525,1677100,112700,199,5025,7550,19,021
"Guthrie County, Iowa",662,4397,10674,9,3163,10558,8530,5786,904,298,904,562500,115900,153,3493,4397,19,077
