Median Gross Rent(monthly),Total Household Income(yearly),Total population,Transportation To Work,Wage,Health Insurance Coverage,Employment Status,Bedrooms,Total Contract Rent,Total Rent Asked,Total Gross Rent,Aggregate Gross Rent,Median Value,Total Price Asked,Selected Monthly Owner Costs,Monthly Housing Cost,Median Value 18,Value Increase Index(17-18)
1004,7525,18031,296,5803,17947,14444,8370,1982,253,1982,2085000.0,285300,68,5543,7525,248100,0.0
597,12852,39455,154,6634,39215,31183,20001,3004,462,3004,1646300.0,167100,474,9848,12852,234900,1.0
647,11041,28203,44,5693,27631,23514,15873,3271,327,3271,1705200.0,132900,352,7770,11041,205200,1.0
818,23657,65130,148,16441,59882,51341,31561,8488,1139,8488,6727500.0,106300,928,15169,23657,652900,1.0
781,26985,75845,238,17850,74349,59753,30894,5267,612,5267,3837300.0,133100,634,21718,26985,297700,1.0
810,5598,15534,0,2950,14921,12636,7990,1111,164,1111,653100.0,111700,257,4487,5598,260300,1.0
834,263551,674855,5572,192992,667841,539287,291099,97943,10042,97943,85888800.0,189700,4686,165608,263551,994100,1.0
611,9068,27049,26,6162,25336,21252,11306,2618,192,2618,1422900.0,89800,309,6450,9068,278900,1.0
671,666,2016,0,381,1989,1613,1143,223,0,223,94100.0,67700,49,443,666,313800,1.0
430,1253,4426,0,565,3783,3703,2498,420,13,420,144300.0,81100,16,833,1253,296400,1.0
840,1433,3547,0,506,3539,3140,4000,102,27,102,72800.0,164600,227,1331,1433,155500,0.0
526,1761,4446,0,1127,4351,3555,2438,479,38,479,220600.0,81200,66,1282,1761,295500,1.0
549,9088,24319,62,5584,23948,18554,11213,3476,330,3476,1802300.0,83800,159,5612,9088,357300,1.0
651,19764,72849,125,12863,72505,53706,26163,5633,835,5633,3122900.0,62800,204,14131,19764,80100,1.0
1057,49265,138815,633,35553,137964,108945,55163,9450,680,9450,9809700.0,183300,1310,39815,49265,157200,0.0
716,12603,32809,44,7589,32624,27286,20721,3237,1089,3237,2186100.0,218400,251,9366,12603,82200,0.0
679,11879,28382,38,7224,27951,23018,14960,3294,303,3294,2151000.0,125300,306,8585,11879,335900,1.0
836,18470,50283,17,14009,47717,38191,21067,7806,904,7806,6223700.0,131200,378,10664,18470,337400,1.0
589,5591,12522,0,3256,12012,10460,10207,1823,595,1823,972700.0,105900,304,3768,5591,140800,1.0
841,21273,56793,117,16491,56148,43524,24011,6261,502,6261,4713800.0,143100,280,15012,21273,337900,1.0
525,203,546,0,105,544,451,564,54,3,54,19900.0,67800,2,149,203,339400,1.0
688,1513,4605,0,753,4605,3842,2765,360,37,360,159500.0,109100,70,1153,1513,366800,1.0
781,12539,31611,137,8387,31535,26655,17465,3068,202,3068,2252900.0,143300,236,9471,12539,293600,1.0
1133,495356,1455846,345297,352343,1434422,1128491,524488,397698,11646,397698,429787700.0,371800,3360,97658,495356,419900,1.0
823,185840,467669,6245,136276,462658,378406,206707,65234,6364,65234,54690200.0,139400,2816,120606,185840,203100,1.0
734,22535,53955,133,15632,53200,44129,29004,6450,485,6450,4537400.0,107600,516,16085,22535,87300,0.0
762,31680,81224,267,22499,76759,68228,36352,10138,555,10138,7576200.0,129000,442,21542,31680,117600,0.0
750,13536,34843,56,9564,32036,28610,16293,3624,242,3624,2546000.0,98400,142,9912,13536,113200,1.0
908,64456,159800,2281,48769,158043,131288,72663,23578,1233,23578,21654400.0,183400,768,40878,64456,273000,1.0
1334,34316,99464,4254,27250,98891,81754,38578,6215,477,6215,8392500.0,357700,453,28101,34316,538600,1.0
670,18956,51054,149,12361,46282,42189,25582,5136,271,5136,3275900.0,102200,384,13820,18956,214000,1.0
657,25187,62943,282,17841,62282,51266,33726,7134,520,7134,4411500.0,95800,531,18053,25187,170700,1.0
837,44269,109491,288,32238,108600,89452,50074,11880,977,11880,10417900.0,156500,475,32389,44269,623400,1.0
1456,777904,2339280,572769,607606,2324280,1915787,850422,431863,16346,431863,611285100.0,481300,9269,346041,777904,104000,0.0
691,40351,97539,219,28071,96379,78595,49363,11395,717,11395,7602700.0,95300,596,28956,40351,71700,0.0
713,1095,4646,4,685,4612,4079,8885,168,21,168,99600.0,164000,82,927,1095,115900,0.0
823,23988,62183,237,16960,59170,51620,29367,6557,400,6557,5248500.0,144900,387,17431,23988,195400,1.0
631,52983,130846,151,35437,128249,106962,67422,15885,1739,15885,9833900.0,85800,1148,37098,52983,336200,1.0
1314,944650,2635121,732044,711444,2623350,2088858,1028383,660898,29659,660898,888376600.0,623900,9988,283752,944650,208300,0.0
1615,758345,1653877,525683,565688,1643228,1437692,872645,575892,35689,575892,1008327500.0,915300,10632,182453,758345,491100,0.0
695,19996,49322,193,14054,48942,39993,22427,4574,303,4574,3144400.0,113000,290,15422,19996,462200,1.0
715,31428,78319,338,22604,74877,64592,36882,9173,671,9173,6445900.0,120000,566,22255,31428,147100,1.0
683,16214,41584,91,11480,38971,34333,18528,4048,104,4048,2615000.0,93600,315,12166,16214,171600,1.0
1046,93129,226632,924,71892,223481,185143,103766,26505,1464,26505,29173200.0,243600,874,66624,93129,510600,1.0
1420,99935,325027,12436,79617,322811,245070,105530,31113,1882,31113,44915100.0,425100,1165,68822,99935,563000,1.0
886,25470,61481,705,18116,59819,51694,33252,7041,448,7041,5978500.0,224600,691,18429,25470,357000,1.0
742,10236,26845,34,7293,26485,21272,15519,2249,253,2249,1616000.0,121700,188,7987,10236,219000,1.0
669,87978,212675,820,61270,210660,174916,100104,25090,4935,25090,16954300.0,114800,3972,62888,87978,155400,1.0
1444,345885,975321,106041,267171,962824,781159,373236,133154,9112,133154,194168500.0,513300,5343,212731,345885,183900,0.0
696,19098,45950,281,12138,45478,39157,31524,5090,381,5090,3406900.0,138000,495,14008,19098,284800,1.0
798,15257,38233,59,10543,35897,32769,26114,3657,356,3657,2886400.0,146900,498,11600,15257,214400,1.0
732,19700,49500,259,13754,48717,39440,23480,6135,542,6135,4106800.0,99900,373,13565,19700,94100,0.0
1663,444136,1363069,111697,349392,1353154,1102475,471031,86154,5056,86154,139244800.0,460700,8955,357982,444136,254300,0.0
1229,166150,475948,62618,123850,471955,383590,179179,50722,3765,50722,60739800.0,460200,3350,115428,166150,138700,0.0
723,41638,110817,207,28073,107198,90701,52908,11449,704,11449,8312600.0,88000,898,30189,41638,327800,1.0
741,7444,18112,64,4926,17876,15019,9691,1756,284,1756,1183300.0,114700,51,5688,7444,382800,1.0
1055,38986,104415,3192,29207,103532,90533,42727,17356,1244,17356,19617700.0,190100,423,21630,38986,246700,1.0
881,27249,64701,288,19099,64154,54254,39559,7644,841,7644,6737200.0,192800,426,19605,27249,251300,1.0
645,20373,48763,80,13845,48177,39777,25269,5108,361,5108,3091100.0,95900,675,15265,20373,237700,1.0
742,17925,48334,114,13607,47867,40101,20724,6327,574,6327,4685700.0,113900,219,11598,17925,198000,1.0
1174,107384,295685,7189,81420,287723,245245,120136,33120,2453,33120,38594700.0,275200,2496,74264,107384,284900,0.0
966,43206,116567,168,32548,104191,90892,59547,19194,2141,19194,17403100.0,149300,1198,24012,43206,254500,1.0
872,300496,748680,10915,220462,741530,608192,325818,108715,9767,108715,98791500.0,142300,2956,191781,300496,248900,1.0
735,90472,232324,983,63098,224652,188425,104998,30201,2621,30201,22209700.0,120000,1473,60271,90472,568400,1.0
1646,489328,1497595,46030,379970,1483523,1210227,574342,96263,6940,96263,150265800.0,379400,8509,393065,489328,207600,0.0
1053,69662,180129,2043,50571,175816,151327,84647,21319,1506,21319,21599700.0,221600,1626,48343,69662,82900,0.0
634,15686,40886,71,11231,37617,33691,18085,3789,144,3789,2212000.0,108500,216,11897,15686,109800,0.0
764,34664,86883,705,24280,83346,70073,38761,11055,1010,11055,8575800.0,105500,474,23609,34664,166900,1.0
755,24432,64373,70,17544,61781,54241,27427,6544,388,6544,5086300.0,125000,315,17888,24432,97200,0.0
748,45881,119833,422,33011,119166,97231,54304,12579,1114,12579,9172700.0,97800,954,33302,45881,177400,1.0
808,23627,60750,523,16296,60089,52019,31098,6074,587,6074,4957900.0,141900,339,17553,23627,174400,1.0
876,17106,47791,231,10944,44874,40655,29625,4146,579,4146,3379700.0,176100,472,12960,17106,105900,0.0
742,36578,91442,165,26033,90522,73834,41561,8469,595,8469,5936600.0,118900,672,28109,36578,167200,1.0
969,125376,308580,8834,94923,304767,257424,140088,54102,3980,54102,53060400.0,214400,1456,71274,125376,218100,0.0
633,18124,47400,106,12343,46918,38905,26324,4661,395,4661,2852800.0,73300,322,13463,18124,183000,1.0
734,78821,196124,2514,53966,193241,162540,90727,27052,3205,27052,20876000.0,113100,1156,51769,78821,135400,1.0
626,31723,78175,106,21391,77388,62552,41431,9106,799,9106,5561100.0,86500,703,22617,31723,165700,1.0
778,386371,923995,15715,276559,912268,756762,425716,135159,7706,135159,106555100.0,139900,3616,251212,386371,76400,0.0
755,26307,71760,111,18808,71200,59377,32137,6322,616,6322,4367600.0,132800,814,19985,26307,82000,0.0
894,53825,155239,2744,39290,153486,125442,69062,17306,1508,17306,15316300.0,164100,1078,36519,53825,185800,1.0
860,27679,75783,632,19059,73419,61486,50232,9158,1347,9158,7315400.0,167900,1241,18521,27679,98800,0.0
748,23951,58537,67,17592,58079,48038,25712,6582,444,6582,4585400.0,111900,390,17369,23951,264400,1.0
732,9338,25083,0,6238,24730,20155,13771,2142,209,2142,1533700.0,128900,132,7196,9338,287700,1.0
1187,126460,378174,9314,99061,369083,292199,141493,40011,2204,40011,48335500.0,260300,3458,86449,126460,224000,0.0
640,13273,35445,4,8164,33477,28246,15278,5038,212,5038,3078700.0,85200,235,8235,13273,268200,1.0
822,20331,53421,414,15083,53092,47373,33272,8355,1290,8355,7174900.0,240700,487,11976,20331,172600,0.0
689,21207,52300,17,13115,50897,42300,25883,7819,455,7819,4757000.0,86500,232,13388,21207,200000,1.0
774,63035,157844,171,46083,156660,126150,69049,21822,1868,21822,17030700.0,145500,629,41213,63035,139500,0.0
756,1539,4090,0,935,3480,3566,2152,376,9,376,165700.0,113100,44,1163,1539,71100,0.0
652,7348,21059,0,5061,18864,17057,8289,2254,107,2254,1280000.0,85700,115,5094,7348,66600,0.0
721,26288,59854,117,16470,59410,50372,35295,7427,604,7427,4923100.0,175900,537,18861,26288,246500,1.0
559,6390,15155,0,3826,15036,12707,8800,1311,233,1311,714700.0,140600,214,5079,6390,99000,0.0
737,5903,14370,0,3804,14100,11704,7294,1593,127,1593,1173500.0,128300,148,4310,5903,93200,0.0
635,4742,10935,0,2851,10812,9262,8143,1184,167,1184,620600.0,136000,84,3558,4742,207700,1.0
635,32150,81805,29,21308,80979,66668,37904,9118,751,9118,5432600.0,112400,311,23032,32150,127100,1.0
700,60238,156182,96,44255,154701,124881,68445,18497,1596,18497,12350900.0,139900,1081,41741,60238,340100,1.0
679,37782,97038,112,25412,96786,78236,43498,12327,1180,12327,7908200.0,110500,807,25455,37782,216000,1.0
871,40571,103374,21,28846,95058,82527,46453,14902,1330,14902,12656700.0,156500,1138,25669,40571,149000,0.0
659,21431,54032,139,14742,53260,42984,24886,8757,718,8757,5389100.0,84000,332,12674,21431,93800,1.0
776,20945,58503,0,15478,55754,47759,23784,5578,279,5578,3936700.0,146100,208,15367,20945,95200,0.0
836,44657,128753,98,33680,122560,97356,50542,15582,1416,15582,13060200.0,144700,908,29075,44657,84400,0.0
792,17373,52571,203,13534,48448,39042,20426,5736,724,5736,4712100.0,137700,642,11637,17373,81300,0.0
818,47804,112156,101,30428,111062,92888,56398,13249,753,13249,11386600.0,193200,890,34555,47804,117800,0.0
839,1835,5507,19,1292,4853,4502,3311,435,216,435,341700.0,81000,118,1400,1835,74500,0.0
829,63447,169798,312,48610,168622,134480,71720,17757,1749,17757,14357800.0,173600,1677,45690,63447,84500,0.0
1032,395503,1034290,16077,327482,1028876,808915,427292,171286,12404,171286,182834700.0,203900,4809,224217,395503,104400,0.0
694,8819,20426,0,5111,19632,17032,11654,2713,156,2713,1552000.0,81900,144,6106,8819,218900,1.0
761,68805,176484,893,53663,175431,142047,77843,32848,3114,32848,26691900.0,138700,1300,35957,68805,99400,0.0
742,51798,138940,142,36359,136570,111135,61046,16524,1538,16524,11205200.0,130400,1172,35274,51798,120900,0.0
652,17029,44420,0,10994,43979,35064,20118,7049,258,7049,4206100.0,95500,294,9980,17029,164200,1.0
694,11206,27463,31,5869,27175,23188,17961,2241,603,2241,1307900.0,145500,442,8965,11206,195000,1.0
947,9766,25247,34,7598,24904,20251,15326,1711,666,1711,1586000.0,244500,270,8055,9766,87400,0.0
956,73709,222095,429,60362,221079,167613,78150,14370,496,14370,13629100.0,215200,753,59339,73709,133600,0.0
611,27765,68525,0,17381,67722,55762,33412,7074,616,7074,3956900.0,123700,462,20691,27765,130300,1.0
771,145102,368362,1555,106785,365252,291567,161856,54477,6396,54477,42755500.0,151400,2388,90625,145102,49000,0.0
734,36878,94125,122,26379,92801,75501,42765,12806,889,12806,8677500.0,123100,726,24072,36878,63700,0.0
620,13744,37159,0,9226,35923,30563,16372,3362,390,3362,1891900.0,131800,218,10382,13744,97900,0.0
630,14394,34130,21,8978,33803,27584,17830,4481,604,4481,2261900.0,89500,132,9913,14394,116500,1.0
1056,15264,35412,0,11131,35239,29239,34290,4666,3408,4666,4648400.0,285000,543,10598,15264,89500,0.0
864,30000,68699,126,19957,67074,57619,49580,8199,1245,8199,6880600.0,197700,944,21801,30000,111600,0.0
604,8157,20190,0,4709,19271,16825,11916,2284,80,2284,1153400.0,93900,167,5873,8157,83700,0.0
735,32068,81379,39,22575,80308,64297,35879,12677,583,12677,9111500.0,119200,392,19391,32068,106200,0.0
644,7988,19913,49,4852,18658,16669,9853,2106,121,2106,977300.0,78900,179,5882,7988,159100,1.0
798,4439,11601,0,3207,11518,9443,5305,870,57,870,523500.0,142500,163,3569,4439,134500,0.0
610,3303,8607,0,1930,8493,7019,6001,601,172,601,295400.0,124800,104,2702,3303,74100,0.0
637,9624,23227,0,6135,23075,19001,11610,2994,364,2994,1648300.0,83100,105,6630,9624,65900,0.0
644,8346,21347,0,5434,21114,17929,10860,2117,52,2117,1159700.0,172200,313,6229,8346,122300,0.0
716,5395,12803,15,3389,12134,11016,7687,1355,145,1355,789600.0,150600,156,4040,5395,66700,0.0
824,5882,13506,0,3600,13354,11178,7134,1602,140,1602,1201700.0,165500,169,4280,5882,121500,0.0
825,8913,20434,52,5440,20148,17506,11603,2399,117,2399,2123700.0,205500,315,6514,8913,86200,0.0
655,55679,142827,215,39462,141584,113592,61940,15856,843,15856,9920200.0,119500,746,39823,55679,89500,0.0
635,37162,91566,32,24640,90460,74797,43879,11735,1382,11735,6858600.0,109600,911,25427,37162,118900,1.0
640,19273,46124,0,12804,45675,38004,22113,4320,318,4320,2400400.0,123900,337,14953,19273,63200,0.0
619,5223,12331,0,3102,12141,10145,6471,2059,125,2059,1001500.0,86000,142,3164,5223,105400,1.0
1122,3796,10336,0,2881,10218,8153,4197,754,68,754,703700.0,222500,0,3042,3796,80000,0.0
692,5049,10753,0,3021,10716,8959,7301,1125,274,1125,602700.0,154600,63,3924,5049,82700,0.0
887,124500,332766,911,95082,300902,258172,145090,60967,7140,60967,52733800.0,131200,5095,63533,124500,103300,0.0
768,80682,214049,269,58996,212011,170582,91011,27952,2687,27952,20966500.0,130700,1129,52730,80682,133800,0.0
817,200998,517197,2223,152856,513206,414413,225009,82586,9383,82586,68313600.0,160200,2676,118412,200998,95500,0.0
717,16218,41725,87,10903,41452,35276,26847,5653,820,5653,3717700.0,177200,238,10565,16218,70300,0.0
838,38185,94191,18,24566,91293,76305,46093,9783,1290,9783,9319000.0,207300,1275,28402,38185,80100,0.0
859,14629,39546,72,10449,38101,31658,17027,5781,622,5781,4808600.0,158900,447,8848,14629,87900,0.0
614,46163,134187,47,29544,132407,103886,53027,16304,1086,16304,8651600.0,72100,654,29859,46163,140000,1.0
681,23859,60875,51,16807,59526,49252,27495,6566,438,6566,4085400.0,133000,444,17293,23859,69000,0.0
613,5464,14208,0,3567,14026,11377,8913,1543,283,1543,801400.0,122300,29,3921,5464,69600,0.0
1043,381971,1023811,5593,321197,1015242,798455,411632,137179,12675,137179,149023300.0,250700,4821,244792,381971,192200,0.0
599,7493,17605,0,4609,17427,14676,11170,1997,177,1997,1015600.0,139800,401,5496,7493,109700,0.0
687,9647,25531,0,6514,23748,21045,11584,3380,231,3380,1939600.0,83700,182,6267,9647,129600,1.0
783,28148,68364,198,19253,67647,55896,30814,6696,294,6696,4951000.0,251600,432,21452,28148,321000,1.0
613,17970,45069,0,11612,44180,36978,21196,5166,360,5166,2778500.0,110400,195,12804,17970,146000,1.0
763,24287,63866,65,17517,62896,51108,27642,6543,285,6543,4839900.0,140300,361,17744,24287,135100,0.0
827,65401,186308,98,50196,184634,142715,72140,18524,1226,18524,15439100.0,150700,913,46877,65401,98000,0.0
621,4148,9776,0,2659,9686,8172,4948,1139,85,1139,516800.0,92700,31,3009,4148,163800,1.0
726,15513,34160,49,8992,33954,28483,25515,4073,244,4073,2669200.0,162000,502,11440,15513,90300,0.0
649,15772,39240,35,10925,38813,31741,18371,4411,210,4411,2653500.0,118500,358,11361,15772,67100,0.0
883,53104,122586,208,32142,121634,104379,84702,12121,2340,12121,10146600.0,194700,1501,40983,53104,75500,0.0
680,14125,33291,44,8304,32816,28443,19493,3399,138,3399,2106300.0,202100,319,10726,14125,121800,0.0
641,11995,26833,4,7766,26594,22529,17578,3112,280,3112,1492900.0,150300,300,8883,11995,91200,0.0
691,18978,47316,37,11497,46957,38670,25773,5539,736,5539,3334800.0,123600,747,13439,18978,130200,1.0
607,22462,56589,79,13931,53778,45581,26210,6541,467,6541,3425000.0,85200,509,15921,22462,92900,1.0
690,23263,57934,44,16092,56794,46425,27517,9271,973,9271,6040700.0,93500,467,13992,23263,85200,0.0
698,31250,80504,63,22713,79907,65096,34639,7354,499,7354,5273500.0,158700,353,23896,31250,201500,1.0
568,10855,27445,9,6944,26500,21852,16203,3258,373,3258,1601100.0,105900,499,7597,10855,237800,1.0
987,63093,192685,93,50865,153922,149544,77453,29958,4531,29958,28540100.0,154400,1410,33135,63093,126700,0.0
1026,52160,141812,4712,41593,141148,116954,56941,19910,1544,19910,21358900.0,283000,826,32250,52160,175500,0.0
617,18371,45447,14,11198,44066,36104,21234,6346,294,6346,3544900.0,80000,373,12025,18371,96900,1.0
614,26497,66523,42,16547,65620,54174,34181,7548,949,7548,4383900.0,109000,625,18949,26497,75800,0.0
647,23431,63664,28,16426,63040,49632,27513,7129,440,7129,3944600.0,87700,243,16302,23431,80600,0.0
626,29256,72315,168,18925,71514,58544,33950,7893,1293,7893,4603100.0,120900,660,21363,29256,269900,1.0
600,15521,37825,0,10180,37534,30627,17412,3739,564,3739,2041100.0,127300,274,11782,15521,66500,0.0
723,6725,17535,26,4229,15412,15257,14110,1549,672,1549,944500.0,138800,323,5176,6725,139900,0.0
897,105407,252268,749,74306,248611,209194,119412,38287,1918,38287,34137400.0,209800,1765,67120,105407,185700,0.0
635,34568,88898,57,22783,86617,73656,40989,9835,662,9835,5501300.0,115400,830,24733,34568,83200,0.0
856,70598,196716,651,56261,195309,151481,76784,20589,1853,20589,17659400.0,180300,1215,50009,70598,215500,1.0
557,9160,22833,14,6137,21970,18983,10748,2162,199,2162,1082600.0,104700,375,6998,9160,97800,0.0
693,15895,41766,70,10864,41422,33984,18477,3572,325,3572,2223500.0,170000,460,12323,15895,183200,1.0
687,64727,164118,276,46422,162246,131347,73827,18395,1354,18395,12463300.0,134800,1491,46332,64727,96900,0.0
640,21669,59350,9,14757,58894,46227,25834,6570,568,6570,3586000.0,88800,478,15099,21669,79800,0.0
966,120936,300865,5461,97737,295299,241790,130691,56268,4204,56268,55575100.0,195900,1297,64668,120936,105300,0.0
709,8880,24262,20,5976,22145,20127,10645,2913,288,2913,1838700.0,86800,153,5967,8880,224800,1.0
723,21691,59805,89,16073,58597,46478,24405,7091,849,7091,4913300.0,138400,460,14600,21691,103900,0.0
938,91673,219866,1120,66821,217425,182320,107369,39062,3073,39062,37163100.0,225600,1773,52611,91673,185600,0.0
828,21053,57630,42,14523,56059,46303,28115,4395,537,4395,3292200.0,167200,633,16658,21053,138600,0.0
743,47587,124496,195,33961,120019,98155,53902,18623,1320,18623,12965500.0,117000,868,28964,47587,88800,0.0
704,950,2253,0,698,2251,1683,1398,243,51,243,164700.0,115300,32,707,950,122300,1.0
718,3213,9986,28,2327,9901,7679,4903,975,290,975,605400.0,169800,62,2238,3213,64000,0.0
575,3349,8050,5,2553,7861,6477,3834,886,152,886,499100.0,127200,45,2463,3349,197200,1.0
922,12895,32916,26,10779,32554,24995,17790,4920,1909,4920,5080100.0,238900,295,7975,12895,83300,0.0
856,401,983,10,273,983,785,535,105,15,105,64000.0,185300,5,296,401,166100,0.0
608,2192,5041,0,1617,4902,4076,2670,655,96,655,331900.0,110400,36,1537,2192,161400,1.0
504,1053,2457,6,722,2453,2008,1675,253,24,253,101100.0,104400,25,800,1053,165800,1.0
548,1787,3817,0,1245,3719,3111,2341,322,42,322,153400.0,95500,63,1465,1787,104700,1.0
986,27449,69628,120,23110,65462,54933,32248,11078,1988,11078,11388400.0,211900,688,16371,27449,88500,0.0
525,1110,2387,0,645,2338,1983,1725,168,33,168,90600.0,79800,16,942,1110,85300,1.0
522,2663,5951,0,1886,5869,4715,3155,432,37,432,194500.0,116700,41,2231,2663,114000,0.0
563,3218,7050,0,2344,6862,5731,3859,738,86,738,368200.0,85500,110,2480,3218,200400,1.0
